Accuracy,F1,Precision,Recall,AUC-ROC,CV_AUC_mean,CV_F1_mean
0.7704918032786885,0.7666666666666667,"[0.54098361 0.55       0.55932203 0.56896552 0.56140351 0.57142857
 0.58181818 0.59259259 0.60377358 0.61538462 0.60784314 0.62
 0.63265306 0.64583333 0.65957447 0.67391304 0.68888889 0.68181818
 0.6744186  0.69047619 0.70731707 0.725      0.74358974 0.73684211
 0.75675676 0.77777778 0.77142857 0.79411765 0.81818182 0.8125
 0.80645161 0.8        0.82758621 0.82142857 0.85185185 0.84615385
 0.84       0.875      0.86956522 0.90909091 0.9047619  0.9
 0.89473684 0.94444444 0.94117647 0.9375     0.93333333 0.92857143
 0.92307692 0.91666667 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]","[1.         1.         1.         1.         0.96969697 0.96969697
 0.96969697 0.96969697 0.96969697 0.96969697 0.93939394 0.93939394
 0.93939394 0.93939394 0.93939394 0.93939394 0.93939394 0.90909091
 0.87878788 0.87878788 0.87878788 0.87878788 0.87878788 0.84848485
 0.84848485 0.84848485 0.81818182 0.81818182 0.81818182 0.78787879
 0.75757576 0.72727273 0.72727273 0.6969697  0.6969697  0.66666667
 0.63636364 0.63636364 0.60606061 0.60606061 0.57575758 0.54545455
 0.51515152 0.51515152 0.48484848 0.45454545 0.42424242 0.39393939
 0.36363636 0.33333333 0.33333333 0.3030303  0.27272727 0.24242424
 0.21212121 0.18181818 0.15151515 0.12121212 0.09090909 0.06060606
 0.03030303 0.        ]",0.8517316017316018,0.8911242603550296,0.7976700532172231
